,Title,Rating,Number of User Reviews,Year,Duration,Genres,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,Unknown,War,Western,Cluster
143,"Jeanne Dielman, 23, quai du commerce, 1080 Bruxelles",6.6,18.0,1978,202,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
144,Petite Maman,7.8,60.0,2021,72,"['Drama', 'Fantasy']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
145,Lady Bird,7.7,1096.0,2017,94,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
146,The Magnificent Ambersons,8.1,18.0,1942,88,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
147,Reversal of Fortune,7.9,38.0,1990,111,"['Biography', 'Drama', 'Mystery']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
148,Rio Bravo,8.3,43.0,1959,141,['Western'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
149,David Byrne’s American Utopia,7.5,37.0,2020,105,"['Documentary', 'Music', 'Musical']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
150,Masculine Feminine,8.3,22.0,1966,103,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
151,Shoplifters,8.5,268.0,2018,121,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
152,Duck Soup,7.6,37.0,1933,68,"['Comedy', 'Musical']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
153,The 39 Steps,8.0,39.0,1935,86,"['Crime', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
154,Toni Erdmann,7.1,198.0,2016,162,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,The Discreet Charm of the Bourgeoisie,8.5,58.0,1972,102,"['Comedy', 'Drama', 'Fantasy']",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
156,Uncut Gems,7.2,742.0,2019,135,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
157,McCabe & Mrs. Miller,7.6,18.0,1971,120,"['Drama', 'Western']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
158,Inside Llewyn Davis,7.8,589.0,2013,104,"['Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
159,The Best Years of Our Lives,8.2,47.0,1946,170,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
160,Band of Outsiders,7.5,33.0,1966,95,"['Comedy', 'Crime', 'Drama']",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,Stagecoach,7.5,36.0,1939,96,"['Adventure', 'Drama', 'Western']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
162,Our Body,4.4,20.0,2023,168,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,The Life and Death of Colonel Blimp (1945),6.9,11.0,1945,163,"['Drama', 'Romance', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
164,Days of Being Wild (re-release),8.1,55.0,2004,94,"['Crime', 'Drama', 'Romance']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
165,Sherpa,7.9,25.0,2015,96,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,There Will Be Blood,8.7,1115.0,2007,158,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
167,Tristana (re-release),8.2,31.0,2013,95,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
168,The Last Picture Show,8.2,46.0,1971,118,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
169,Hard to Be a God,5.3,45.0,2015,170,"['Drama', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
170,Do the Right Thing,8.2,221.0,1989,120,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,Sita Sings the Blues,7.2,49.0,2009,82,"['Animation', 'Comedy', 'Fantasy', 'Musical', 'Romance']",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7
172,The Decline of Western Civilization,7.6,14.0,1981,100,"['Documentary', 'History', 'Music']",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
173,Yojimbo,8.2,38.0,1961,110,"['Action', 'Drama', 'Thriller']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
174,TÁR,7.5,237.0,2022,158,"['Drama', 'Music']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
175,Werckmeister Harmonies,8.2,69.0,2001,145,"['Drama', 'Mystery']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
176,Top Hat,7.4,13.0,1935,101,"['Comedy', 'Musical', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
177,Brother's Keeper,7.8,12.0,1992,104,"['Documentary', 'Crime', 'Mystery']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
178,Sankofa,5.0,17.0,1993,125,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
179,Crumb,8.4,41.0,1995,119,"['Documentary', 'Biography', 'Comedy', 'Drama']",0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,No Bears,7.9,22.0,2022,106,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
181,8½,8.0,45.0,1963,138,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
182,Spotlight,8.1,1050.0,2015,128,"['Biography', 'Crime', 'Drama']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
183,Solaris (1972),7.9,127.0,1976,167,"['Drama', 'Mystery', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
184,The Band Wagon,7.5,6.0,1953,112,"['Comedy', 'Musical', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
185,Late Spring (1949),7.8,16.0,1972,108,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
186,Ikiru,8.7,38.0,1956,143,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
187,One More Time with Feeling,8.7,48.0,2016,112,"['Documentary', 'Music']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
188,The Wizard of Oz,8.4,468.0,1939,102,"['Adventure', 'Family', 'Fantasy', 'Musical']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
189,Memoria,6.5,46.0,2021,136,"['Drama', 'Mystery', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5
190,The Diving Bell and the Butterfly,8.4,160.0,2007,112,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
191,Invasion of the Body Snatchers,8.1,74.0,1956,80,"['Drama', 'Horror', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6
192,Close-Up,9.0,30.0,1999,98,"['Biography', 'Crime', 'Drama']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
193,The Class,7.8,62.0,2008,128,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
194,Platoon,8.1,190.0,1986,120,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
195,No Country for Old Men,8.5,1352.0,2007,122,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
196,Chinatown,8.7,363.0,1974,130,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
197,Here,6.7,41.0,2024,126,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
198,35 Shots of Rum,7.0,33.0,2009,100,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
199,Apocalypse Now: Final Cut,8.7,51.0,2019,182,"['Drama', 'Mystery', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5
200,King Kong,7.7,78.0,1933,100,"['Adventure', 'Horror']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
201,Umberto D (re-release),8.4,34.0,2002,89,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
202,Secrets & Lies,8.5,60.0,1996,136,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,The Florida Project,7.4,415.0,2017,111,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
204,Timbuktu,7.3,88.0,2015,97,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
205,Frenzy,7.5,38.0,1972,116,['Thriller'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6
206,Days,5.2,5.0,2021,127,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
207,Brief Encounter,7.7,21.0,1946,86,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
208,Cool Hand Luke,8.3,83.0,1967,126,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
209,Little Women,5.7,13.0,1933,115,"['Drama', 'Family', 'Romance', 'War']",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
210,The Act of Killing,8.4,135.0,2013,115,"['Documentary', 'Biography', 'Crime', 'History', 'War']",0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
211,De Humani Corporis Fabrica,6.4,12.0,2023,118,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Maborosi,7.9,16.0,1997,110,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
213,Beauty and the Beast (re-release),7.4,42.0,2002,93,"['Drama', 'Fantasy', 'Romance']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
214,E.T. The Extra-Terrestrial,8.2,598.0,1982,115,"['Adventure', 'Family', 'Sci-Fi']",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7
215,Apocalypse Now Redux,8.7,81.0,2001,153,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
216,Never Rarely Sometimes Always,7.0,248.0,2020,101,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
217,Annie Hall,7.0,235.0,1977,93,"['Comedy', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
218,The Lord of the Rings: The Fellowship of the Ring,9.3,2608.0,2001,178,"['Action', 'Adventure', 'Drama', 'Fantasy']",1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
219,Quiz Show,7.7,88.0,1994,133,"['Biography', 'Drama', 'History']",0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
220,Leviathan,7.3,273.0,2014,140,"['Crime', 'Drama']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
221,Menus Plaisirs - Les Troisgros,8.3,7.0,2023,240,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Le Cercle Rouge (1970),8.1,35.0,2003,140,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
223,Toy Story 3,8.8,1783.0,2010,103,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
224,The Souvenir,6.4,101.0,2019,120,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
225,This Is Spinal Tap,8.0,132.0,1984,82,"['Comedy', 'Music']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
226,Goodfellas,9.0,1152.0,1990,146,"['Biography', 'Crime', 'Drama']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
227,The Zone of Interest,7.5,223.0,2023,105,"['Drama', 'History', 'War']",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5
228,Alphaville,7.8,5.0,1965,99,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,6
229,The Look of Silence,8.3,91.0,2015,103,"['Documentary', 'Biography', 'History']",0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Tower,8.0,57.0,2016,96,"['Documentary', 'Animation', 'Crime']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Burning,7.8,220.0,2018,148,"['Drama', 'Mystery', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5
232,Drive My Car,7.6,163.0,2021,179,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
233,Moolaadé,8.9,14.0,2004,124,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
234,A Summer's Tale,7.9,18.0,2014,113,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
235,Saint Omer,5.3,41.0,2023,122,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
236,Atanarjuat: The Fast Runner,8.3,19.0,2002,172,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
237,L.A. Confidential,8.6,485.0,1997,138,"['Crime', 'Drama', 'Mystery', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4
238,Time,5.3,69.0,2020,81,"['Documentary', 'Biography']",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Three Colors: White,8.0,75.0,1994,91,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
240,Gavagai,7.4,7.0,2018,90,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
241,A Bread Factory Part Two: Walk With Me a While,8.3,4.0,2018,120,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
242,The Killing,7.7,38.0,1956,84,"['Crime', 'Drama', 'Film-Noir', 'Thriller']",0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4
243,Swing Time,6.7,10.0,1936,103,"['Comedy', 'Musical', 'Romance']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
244,Lost in Translation,8.0,631.0,2003,102,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,Breaking Away,8.3,23.0,1979,101,"['Comedy', 'Drama', 'Sport']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
247,After Life,7.1,17.0,1999,118,"['Drama', 'Fantasy']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
248,Son of Saul,7.3,170.0,2015,107,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
249,Love Affair,6.6,5.0,1939,88,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
250,Frankenstein,7.8,86.0,1931,70,"['Drama', 'Horror', 'Sci-Fi', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,6
251,Little Women,7.5,539.0,2019,135,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
252,The African Queen,7.2,53.0,1952,105,"['Adventure', 'Drama', 'Romance', 'War']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
253,The Triplets of Belleville,7.7,97.0,2003,78,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Music', 'Sport']",0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
254,Monty Python and the Holy Grail,8.5,458.0,1975,91,"['Adventure', 'Comedy', 'Fantasy']",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
255,The Man Who Would Be King,7.5,30.0,1975,129,"['Adventure', 'Drama', 'War']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
256,Flee,7.9,66.0,2021,89,"['Documentary', 'Animation', 'Biography', 'Drama']",0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,All Quiet on the Western Front,8.2,56.0,1930,136,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
258,EX LIBRIS: The New York Public Library,7.7,14.0,2017,197,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,The Texas Chain Saw Massacre,7.9,239.0,1974,83,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
260,Young Mr. Lincoln,8.1,8.0,1939,100,"['Biography', 'Drama']",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
261,The Ladykillers,7.9,19.0,1956,91,"['Comedy', 'Crime']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,Repulsion (re-release),7.6,100.0,2006,105,"['Drama', 'Horror', 'Thriller']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
263,Tótem,7.7,38.0,2024,95,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
264,Stories We Tell,7.9,57.0,2013,108,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,The Boy and the Heron,7.7,319.0,2023,124,"['Animation', 'Adventure', 'Drama', 'Fantasy']",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
266,A Bread Factory Part One: For the Sake of Gold,7.7,6.0,2018,122,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,On the Waterfront,8.4,157.0,1954,108,"['Crime', 'Drama', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
268,Jafar Panahi's Taxi,7.0,75.0,2015,82,"['Comedy', 'Drama']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
269,Ida,7.5,217.0,2014,82,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
270,All the Beauty and the Bloodshed,7.9,22.0,2022,113,"['Documentary', 'History']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Beau Travail,7.3,35.0,2000,90,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
272,Her,8.5,1688.0,2013,126,"['Drama', 'Romance', 'Sci-Fi']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
273,Anora,6.4,210.0,2024,139,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
274,Waltz with Bashir,8.2,110.0,2008,90,"['Documentary', 'Animation', 'Biography', 'Drama', 'History', 'Mystery', 'War']",0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
276,"This Is Not a Burial, It's a Resurrection",6.8,14.0,2021,120,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
277,They Shall Not Grow Old,8.6,101.0,2018,99,"['Documentary', 'History', 'War']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
278,An Autumn Afternoon,8.5,6.0,1964,113,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
279,The Favourite,7.8,562.0,2018,119,"['Biography', 'Comedy', 'Drama', 'History']",0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
280,The Sweet Hereafter,7.8,51.0,1997,112,['Drama'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
281,The Right Stuff,8.0,36.0,1983,193,"['Adventure', 'Biography', 'Drama', 'History']",0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
282,Bambi,7.6,143.0,1942,70,"['Animation', 'Adventure', 'Drama', 'Family']",0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
283,Bringing Up Baby,7.6,32.0,1938,102,['Comedy'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,The Gatekeepers,6.7,34.0,2013,101,"['Documentary', 'History', 'War']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
285,Nostalgia for the Light,8.5,19.0,2011,90,['Documentary'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Before Sunset,8.7,364.0,2004,80,"['Drama', 'Romance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
287,La Chimera,7.4,60.0,2024,130,"['Adventure', 'Comedy', 'Fantasy', 'Romance']",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7
288,The Worst Person in the World,7.9,149.0,2022,121,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
289,David Copperfield,6.6,5.0,1935,130,"['Adventure', 'Drama', 'Family', 'Romance']",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
290,Saving Private Ryan,8.9,1273.0,1998,169,"['Drama', 'War']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
291,Licorice Pizza,6.8,326.0,2021,133,"['Comedy', 'Drama', 'Romance']",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
292,Ben-Hur,8.7,133.0,1959,212,"['Adventure', 'Drama']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
293,Only Yesterday (1991),8.2,133.0,2016,118,"['Animation', 'Drama', 'Romance']",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
294,The Crying Game,7.6,79.0,1992,112,"['Crime', 'Drama', 'Romance', 'Thriller']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4
295,Great Expectations,7.0,9.0,1947,118,"['Adventure', 'Drama', 'Mystery', 'Romance']",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
296,First Cow,7.0,136.0,2020,122,"['Drama', 'Western']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
297,Mad Max: Fury Road,8.5,4341.0,2015,120,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
